date,hour,casual,member,total
2025-06-22,8,439,1950,2389
2025-06-22,9,406,2059,2465
2025-06-22,10,319,1760,2079
2025-06-22,11,1176,4348,5524
2025-06-22,12,1945,6098,8043
2025-06-22,13,2467,7256,9723
2025-06-22,14,2776,7801,10577
2025-06-22,15,3114,8225,11339
2025-06-22,16,3004,8159,11163
2025-06-22,17,3229,8200,11429
2025-06-22,18,3021,8063,11084
2025-06-22,19,2638,7497,10135
2025-06-22,20,2193,6168,8361
2025-06-22,21,1622,4637,6259
2025-06-22,22,1299,3600,4899
2025-06-22,23,1070,2818,3888
2025-06-23,0,611,1352,1963
2025-06-23,1,334,711,1045
2025-06-23,2,164,414,578
2025-06-23,3,113,227,340
2025-06-23,4,116,326,442
2025-06-23,5,197,1201,1398
2025-06-23,6,429,3489,3918
2025-06-23,7,829,6850,7679
2025-06-23,8,1244,10419,11663
2025-06-23,9,1168,7438,8606
2025-06-23,10,1056,4909,5965
2025-06-23,11,1152,4806,5958
2025-06-23,12,1287,5328,6615
2025-06-23,13,1399,5413,6812
2025-06-23,14,1434,5946,7380
2025-06-23,15,1584,6376,7960
2025-06-23,16,1899,8129,10028
2025-06-23,17,2303,12739,15042
2025-06-23,18,2457,12695,15152
2025-06-23,19,2209,9880,12089
2025-06-23,20,1844,7664,9508
2025-06-23,21,1478,5630,7108
2025-06-23,22,1123,3956,5079
2025-06-23,23,825,2518,3343
2025-06-24,0,492,1288,1780
2025-06-24,1,264,670,934
2025-06-24,2,177,366,543
2025-06-24,3,123,226,349
2025-06-24,4,114,399,513
2025-06-24,5,234,1397,1631
2025-06-24,6,576,4133,4709
2025-06-24,7,960,7844,8804
2025-06-24,8,1369,11864,13233
2025-06-24,9,1102,8140,9242
2025-06-24,10,1008,5237,6245
2025-06-24,11,1099,5122,6221
2025-06-24,12,1143,5347,6490
2025-06-24,13,1195,5495,6690
2025-06-24,14,1301,5990,7291
2025-06-24,15,1468,6527,7995
2025-06-24,16,1691,8326,10017
2025-06-24,17,2366,13229,15595
2025-06-24,18,2442,12912,15354
2025-06-24,19,2215,10171,12386
2025-06-24,20,2124,8436,10560
2025-06-24,21,1614,6393,8007
2025-06-24,22,1324,4794,6118
2025-06-24,23,880,2878,3758
2025-06-25,0,564,1576,2140
2025-06-25,1,327,805,1132
2025-06-25,2,221,430,651
2025-06-25,3,118,251,369
2025-06-25,4,118,377,495
2025-06-25,5,236,1337,1573
2025-06-25,6,481,3813,4294
2025-06-25,7,853,7400,8253
2025-06-25,8,1370,11814,13184
2025-06-25,9,1163,8266,9429
2025-06-25,10,1040,5388,6428
2025-06-25,11,1179,5357,6536
2025-06-25,12,1196,5725,6921
2025-06-25,13,1277,5826,7103
2025-06-25,14,1508,6147,7655
2025-06-25,15,1579,6876,8455
2025-06-25,16,1857,8822,10679
2025-06-25,17,2695,13910,16605
2025-06-25,18,2865,13833,16698
2025-06-25,19,2445,10846,13291
2025-06-25,20,1960,7987,9947
2025-06-25,21,1644,6426,8070
2025-06-25,22,1444,5159,6603
2025-06-25,23,985,3186,4171
2025-06-26,0,652,1674,2326
2025-06-26,1,397,861,1258
2025-06-26,2,223,480,703
2025-06-26,3,140,287,427
2025-06-26,4,114,380,494
2025-06-26,5,208,1242,1450
2025-06-26,6,487,3683,4170
2025-06-26,7,886,7105,7991
2025-06-26,8,1428,11699,13127
2025-06-26,9,1183,8504,9687
2025-06-26,10,1093,5884,6977
2025-06-26,11,1342,5987,7329
2025-06-26,12,1683,6405,8088
2025-06-26,13,1664,6943,8607
2025-06-26,14,1925,7316,9241
2025-06-26,15,1980,7707,9687
2025-06-26,16,2244,9758,12002
2025-06-26,17,2520,13212,15732
2025-06-26,18,2809,12991,15800
2025-06-26,19,2749,10573,13322
2025-06-26,20,1821,7675,9496
2025-06-26,21,1565,5814,7379
2025-06-26,22,1430,4895,6325
2025-06-26,23,1104,3507,4611
2025-06-27,0,741,2050,2791
2025-06-27,1,476,1207,1683
2025-06-27,2,285,667,952
2025-06-27,3,163,373,536
2025-06-27,4,123,358,481
2025-06-27,5,241,1111,1352
2025-06-27,6,415,2953,3368
2025-06-27,7,671,5231,5902
2025-06-27,8,1055,7958,9013
2025-06-27,9,1139,7189,8328
2025-06-27,10,1223,5613,6836
2025-06-27,11,1391,5759,7150
2025-06-27,12,1687,6786,8473
2025-06-27,13,2012,7416,9428
2025-06-27,14,2115,7740,9855
2025-06-27,15,2383,8470,10853
2025-06-27,16,2474,10007,12481
2025-06-27,17,2915,12067,14982
2025-06-27,18,2877,11269,14146
2025-06-27,19,2576,8989,11565
2025-06-27,20,1937,6740,8677
2025-06-27,21,1641,5162,6803
2025-06-27,22,1603,4537,6140
2025-06-27,23,1491,3904,5395
2025-06-28,0,1217,2752,3969
2025-06-28,1,896,1961,2857
2025-06-28,2,635,1305,1940
2025-06-28,3,368,757,1125
2025-06-28,4,237,513,750
2025-06-28,5,107,360,467
2025-06-28,6,197,894,1091
2025-06-28,7,375,1914,2289
2025-06-28,8,598,2896,3494
2025-06-28,9,1090,4463,5553
2025-06-28,10,1682,5940,7622
2025-06-28,11,2324,7332,9656
2025-06-28,12,2767,8040,10807
2025-06-28,13,3094,8220,11314
2025-06-28,14,3311,8635,11946
2025-06-28,15,3658,8684,12342
2025-06-28,16,3634,8528,12162
2025-06-28,17,3567,8436,12003
2025-06-28,18,3565,8667,12232
2025-06-28,19,3136,7636,10772
2025-06-28,20,2566,6416,8982
2025-06-28,21,2015,5149,7164
2025-06-28,22,1804,4700,6504
2025-06-28,23,1706,3955,5661
2025-06-29,0,1472,2921,4393
2025-06-29,1,1246,2402,3648
2025-06-29,2,976,1767,2743
2025-06-29,3,643,1082,1725
2025-06-29,4,407,703,1110
2025-06-29,5,252,593,845
2025-06-29,6,272,946,1218
2025-06-29,7,464,1892,2356
2025-06-29,8,779,2735,3514
2025-06-29,9,1231,4304,5535
2025-06-29,10,1786,5883,7669
2025-06-29,11,2380,6930,9310
2025-06-29,12,2757,7350,10107
2025-06-29,13,2986,7507,10493
2025-06-29,14,3230,7968,11198
2025-06-29,15,3302,7933,11235
2025-06-29,16,3414,7837,11251
2025-06-29,17,3395,8149,11544
2025-06-29,18,3210,7922,11132
2025-06-29,19,2869,7043,9912
2025-06-29,20,2447,6290,8737
2025-06-29,21,1794,4921,6715
2025-06-29,22,1494,3684,5178
2025-06-29,23,1024,2492,3516
2025-06-30,0,681,1433,2114
2025-06-30,1,394,827,1221
2025-06-30,2,269,492,761
2025-06-30,3,182,340,522
2025-06-30,4,178,427,605
2025-06-30,5,229,1176,1405
2025-06-30,6,420,3212,3632
2025-06-30,7,705,6064,6769
2025-06-30,8,1115,9170,10285
2025-06-30,9,1102,7023,8125
2025-06-30,10,1080,4905,5985
2025-06-30,11,1255,4911,6166
2025-06-30,12,1500,5388,6888
2025-06-30,13,1645,5725,7370
2025-06-30,14,1788,6170,7958
2025-06-30,15,1919,6772,8691
2025-06-30,16,2087,8853,10940
2025-06-30,17,2710,13741,16451
2025-06-30,18,2086,11340,13426
2025-06-30,19,1938,8856,10794
2025-06-30,20,1659,7176,8835
2025-06-30,21,1328,5229,6557
2025-06-30,22,1050,3786,4836
2025-06-30,23,566,2061,2627
